book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
1Ki,1,27,11,עַבְדְּ/ךָ֔,"K= av.dei./kha (עַבְדֶּי/ךָ) ""servants/ your"" (H5650/H9021=HNcmpc/Sp2ms)",H5650 H9021,HNcmsc Sp2ms,H5650 H9021,HNcmpc Sp2ms
1Ki,1,37,8,יִֽהְיֶ֣ה,"K= ye.hi (יְהִי) ""may he be"" (H1961=HVqj3ms)",H1961,HVqi3ms,H1961,HVqj3ms
1Ki,4,7,17,הָ/אֶחָ֖ד,"K= 'e.chad (אֶחָד) ""one"" (H0259=HNcfsa)",H0259,HTd Ncfsa,H0259,HNcfsa
1Ki,6,5,5,יָצִ֙יעַ֙,"K= ya.tzo.a' (יָצוֹעַ) ""a bed"" (H3326B=HNcbsa)",H3326B,HNcmsa,H3326B,HNcbsa
1Ki,6,6,1,הַ/יָּצִ֨יעַ,"K= hai./ya.tzo.a' (הַ/יָּצוֹעַ) ""the/ bed"" (H9009/H3326B=HTd/Ncbsa)",H3326B,HTd Ncmsa,H3326B,HTd Ncbsa
1Ki,6,10,3,הַ/יָּצִ֙יעַ֙,"K= hai./ya.tzo.a' (הַ/יָּצוֹעַ) ""the/ bed"" (H9009/H3326B=HTd/Ncbsa)",H3326B,HTd Ncmsa,H3326B,HTd Ncbsa
1Ki,6,38,14,מִשְׁפָּטָ֑י/ו,"K= mish.pa.to/v (מִשְׁפָּט/וֹ) ""plan/ its"" (H4941J/H9023=HNcmsc/Sp3ms)",H4941J H9023,HNcmpc Sp3ms,H4941J H9023,HNcmsc Sp3ms
1Ki,7,20,11,הַ/שְּׂבָכָ֑ה,"K= se.va.khah (שְׂבָכָה) ""a network"" (H7639=HNcfsa)",H7639,HTd Ncfsa,H7639,HNcfsa
1Ki,7,36,6,מִסְגְּרֹתֶ֔י/הָ,"K= va./mis.ge.ro.tei./ha (וּ/מִסְגְּרֹתֶי/הָ) ""<and>/ rims/ its"" (H9002/H4526/H9024=HC/Ncfpc/Sp3fs)",H4526 H9024,HNcfpc Sp3fs,H4526 H9024,Ncfpc Sp3fs
1Ki,8,26,6,דְּבָ֣רְ/ךָ֔,"K= de.va.rei./kha (דְּבָרֶי/ךָ) ""words/ your"" (H1697G/H9021=HNcmpc/Sp2ms)",H1697G H9021,HNcmsc Sp2ms,H1697G H9021,HNcmpc Sp2ms
1Ki,8,48,24,בָּנִ֥יתִי,"K= ba.ni.ta (בָּנִיתָ) ""you have built"" (H1129=HVqp2ms)",H1129,HVqp1cs,H1129,HVqp2ms
1Ki,9,9,17,וַ/יִּשְׁתַּחֲו֥וּ,"K= va/i.yish.ta.chu (וַ/יִּשְׁתַּחוּ) ""and/ he bowed down"" (H9001/H7812=Hc/Vvw3ms)",H7812,Vvw3mp,H7812,Vvw3ms
1Ki,10,5,6,מְשָׁרְתָ֜י/ו,"K= me.sha.re.to/v (מְשָׁרְת/וֹ) ""servant/ his"" (H8334/H9033=HVprmsc/Sp3ms)",H8334 H9033,HVprmpc Sp3ms,H8334 H9033,HVprmsc Sp3ms
1Ki,12,3,4,וַ/יָּבֹ֥א,"K= va/i.ya.vo.'u (וַ/יָּבֹאוּ) ""and/ they came"" (H9001/H0935G=Hc/Vqw3mp)",H0935G,Vqw3ms,H0935G,Vqw3mp
1Ki,12,7,1,וַ/יְדַבְּר֨וּ,"K= va/y.da.ber (וַ/יְדַבֵּר) ""and/ he spoke"" (H9001/H1696G=Hc/Vpw3ms)",H1696G,Vpw3mp,H1696G,Vpw3ms
1Ki,12,21,1,וַ/יָּבֹ֣א,"K= va/i.ya.vo.'u (וַ/יָּבֹאוּ) ""and/ they came"" (H9001/H0935G=Hc/Vqw3mp)",H0935G,Vqw3ms,H0935G,Vqw3mp
1Ki,15,18,14,הַ/מֶּ֔לֶךְ,"K= Me.lekh (מֶלֶךְ) ""a king"" (H4428G=HNcbsa)",H4428G,HTd Ncmsa,H4428G,HNcbsa
1Ki,16,19,2,חַטֹּאתָי/ו֙,"K= cha.ta.to/v (חַטָּאת/וֹ) ""sin/ his"" (H2403B/H9023=HNcfsc/Sp3ms)",H2403B H9023,HNcfpc Sp3ms,H2403B H9023,HNcfsc Sp3ms
1Ki,16,26,7,וּ/בְ/חַטָּאת֔/וֹ,"K= u./ve./cha.to.ta/v (וּ/בְ/חַטֹּאתָי/ו) ""and/ in/ sins/ his"" (H9002/H9003/H2403B/H9023=HC/R/Ncfpc/Sp3ms)",H9003 H2403B H9023,R Ncfsc Sp3ms,H9003 H2403B H9023,R Ncfpc Sp3ms
1Ki,17,15,6,הִֽיא\־,"K= hu'- (הוּא\־) ""he"" (H1931\H9014=HPp3ms)",H1931 H9014,HPp3fs,H1931 H9014,HPp3ms
1Ki,18,36,21,וּ/בִ/דְבָרְ/ךָ֣,"K= u./ve./div.rei./kha (וּ/בְ/דִבְרֶי/ךָ) ""and/ at/ words/ your"" (H9002/H9003/H1697G/H9021=HC/R/Ncmpc/Sp2ms)",H9003 H1697G H9021,R Ncmsc Sp2ms,H9003 H1697G H9021,R Ncmpc Sp2ms
1Ki,18,42,15,בִּרְכָּֽי/ו\׃,"K= be.ra.kho/v (בְּרָכ/וֹ\׃) ""knee/ his"" (H1290/H9023\H9016=HNcbsc/Sp3ms)",H1290 H9023 H9016,HNcfdc Sp3ms,H1290 H9023 H9016,HNcbsc Sp3ms
1Ki,21,8,8,סְפָרִ֗ים,"K= ha/s.fa.rim (הַ/סְפָרִים) ""the/ letters"" (H9009/H5612A=HTd/Ncmpa)",H5612A,HNcmpa,H5612A,HTd Ncmpa
1Ki,22,13,20,דְבָרְ/ךָ֗,"K= div.rei./kha (דִבְרֶי/ךָ) ""words/ your"" (H1697G/H9021=HNcmpc/Sp2ms)",H1697G H9021,HNcmsc Sp2ms,H1697G H9021,HNcmpc Sp2ms
1Ki,22,48,11,נִשְׁבְּר֥וּ,"K= nish.be.rah (נִשְׁבְּרָה) ""it was broken"" (H7665=HVNp3fs)",H7665,HVNp3cp,H7665,HVNp3fs
2Ki,4,7,12,נִשְׁיֵ֑/ךְ,"K= nish.ye./khi (נִשְׁיֵ/כִי) ""debt/ your"" (H5386/H9022=HNcbsc/Sp2fs)",H5386 H9022,HNcmsc Sp2fs,H5386 H9022,HNcbsc Sp2fs
2Ki,4,7,14,וּ/בָנַ֔יִ/ךְ,"K= be.nei./khi (בְּנֵי/כִי) ""children/ your"" (H1121A/H9022=HNcmpc/Sp2fs)",H1121A H9022,Ncmpc Sp2fs,H1121A H9022,HNcmpc Sp2fs
2Ki,4,34,14,כַּפָּ֔י/ו,"K= ka.po/v (כַּפּ/וֹ) ""palm/ his"" (H3709G/H9023=HNcbsc/Sp3ms)",H3709G H9023,HNcfdc Sp3ms,H3709G H9023,HNcbsc Sp3ms
2Ki,5,9,3,בְּ/סוּסָ֣י/ו,"K= be./su.so/v (בְּ/סוּס/וֹ) ""with/ horse/ his"" (H9003/H5483M/H9023=HR/Ncmsc/Sp3ms)",H9003 H5483M H9023,HR Ncmpc Sp3ms,H9003 H5483M H9023,HR Ncmsc Sp3ms
2Ki,7,13,16,הֲמ֤וֹן,"K= he./ha.mon (הֶ/הָמוֹן) ""the/ multitude of"" (H9009/H1995A=HTd/Ncbsc)",H1995A,HNcmsc,H1995A,HTd Ncbsc
2Ki,8,17,8,שָׁנִ֔ים,"K= sha.nah (שָׁנָה) ""year[s]"" (H8141=HNcfsa)",H8141,HNcmpa,H8141,HNcfsa
2Ki,11,1,4,רָאֲתָ֖ה,"K= u./ra.'a.tah (וְ/רָאֲתָה) ""and/ she saw"" (H9002/H7200G=HC/Vqp3fs)",H7200G,HVqp3fs,H7200G,Vqp3fs
2Ki,11,2,17,הַ/מּ֣וּמָתִ֔ים,"K= ha./ma.mo.tim (הַ/מָּמוֹתְתִים) ""who/ were to be put to death"" (H9009/H4191=HTd/VOrmpa)",H4191,HTd VHsmpa,H4191,HTd VOrmpa
2Ki,11,18,9,מִזְבְּחֹתָ֤י/ו,"K= miz.be.cho.to/v (מִזְבְּחֹת/וֹ) ""altar/ its"" (H4196/H9023=HNcfsc/Sp3ms)",H4196 H9023,HNcfpc Sp3ms,H4196 H9023,HNcfsc Sp3ms
2Ki,12,11,6,יְדֵי֙,"K= yad (יַד) ""[the] hand of"" (H3027G=HNcbsc)",H3027G,HNcbdc,H3027G,HNcbsc
2Ki,12,11,9,הַ/מֻּפְקָדִ֖ים,"K= ha./pe.ku.dim (הַ/פְּקֻדִים) ""who/ were appointed"" (H9009/H6485J=HTd/Vqsmpa)",H6485J,HTd VHsmpa,H6485J,HTd Vqsmpa
2Ki,14,6,28,יוּמָֽת\׃,"K= ya.mut (יָמוּת\׃) ""he will die"" (H4191\H9016=HVqi3ms)",H4191 H9016,HVHi3ms,H4191 H9016,HVqi3ms
2Ki,14,7,6,מֶ֙לַח֙,"K= ha./me.lach (הַ/מֶּלַח) ""<the>/ Salt"" (H9009/H4417H=HTd/Ncbsa)",H4417H,HNcmsa,H4417H,HTd Ncbsa
2Ki,14,12,7,לְ/אֹהָלָֽי/ו\׃,"K= le./'o.ho.lo/v (לְ/אָהֳל/וֹ\׃) ""to/ tent/ his"" (H9005/H0168H/H9023\H9016=HR/Ncmsc/Sp3ms)",H9005 H0168H H9023 H9016,HR Ncmpc Sp3ms,H9005 H0168H H9023 H9016,HR Ncmsc Sp3ms
2Ki,14,13,15,וַ/יָּבֹא֙,"K= va/i.ya.vo.'u (וַ/יָּבֹאוּ) ""and/ they came"" (H9001/H0935G=Hc/Vqw3mp)",H0935G,Vqw3ms,H0935G,Vqw3mp
2Ki,15,25,11,הַ/מֶּ֙לֶךְ֙,"K= Me.lekh (מֶלֶךְ) ""a king"" (H4428G=HNcbsa)",H4428G,HTd Ncmsa,H4428G,HNcbsa
2Ki,16,17,9,אֶת,"K= ve./'Et (וְ/אֶת) ""and/ <obj.>"" (H9002/H0853=HC/To)",H0853,HTo,H0853,To
2Ki,16,18,2,מוּסַ֨ךְ,"K= mi.sakh (מִיסַךְ) ""[the] covered structure of"" (H4329=HNcbsc)",H4329,HNcmsc,H4329,HNcbsc
2Ki,17,16,10,שְׁנֵ֣י,"K= she.neim (שְׁנֵים) ""two"" (H8147=HNcbda)",H8147,HNcbdc,H8147,HNcbda
2Ki,19,23,21,קִצּ֔/וֹ,"K= ki.Tzo/h (קִצֹּ֔/ה) ""end/ its"" (H7093/H9023=HNcbsc/Sp3ms)",H7093 H9023,HNcmsc Sp3ms,H7093 H9023,HNcbsc Sp3ms
2Ki,20,13,8,נְכֹת֡/וֹ,"K= ne.kho.To/h (נְכֹתֹ/ה) ""treasure/ his"" (H5238/H9023=HNcbsc/Sp3ms)",H5238 H9023,HNcfsc Sp3ms,H5238 H9023,HNcbsc Sp3ms
